HOUSE DISTRICT 39 ,Number of Precincts Reporting ,NP ,Total ,33,NA
HOUSE DISTRICT 39 ,Registered Voters ,NP ,Total ,12164,NA
HOUSE DISTRICT 39 ,Times Counted ,NP ,Total ,5619,NA
HOUSE DISTRICT 39 ,"Foster, Neal W. ",DEM ,Total ,4941,NA
HOUSE DISTRICT 39 ,Write-in ,NP ,Total ,213,NA
HOUSE DISTRICT 40 ,Number of Precincts for Race ,NP ,Total ,23,NA
HOUSE DISTRICT 40 ,Number of Precincts Reporting ,NP ,Total ,23,NA
HOUSE DISTRICT 40 ,Registered Voters ,NP ,Total ,9922,NA
HOUSE DISTRICT 40 ,Times Counted ,NP ,Total ,4093,NA
HOUSE DISTRICT 40 ,"Mack, Leanna R. ",NA ,Total ,709,NA
HOUSE DISTRICT 40 ,"Savok, Patrick G.  ",NA ,Total ,870,NA
HOUSE DISTRICT 40 ,"Lincoln, John ",DEM ,Total ,2401,NA
HOUSE DISTRICT 40 ,Write-in 40 ,NP ,Total ,28,NA
Ballot Measure No. 1 - 17FSH2 ,Number of Precincts for Race ,NP ,Total ,441,NA
Ballot Measure No. 1 - 17FSH2 ,Number of Precincts Reporting ,NP ,Total ,441,NA
Ballot Measure No. 1 - 17FSH2 ,Registered Voters ,NP ,Total ,571320,NA
Ballot Measure No. 1 - 17FSH2 ,Times Counted ,NP ,Total ,280348,NA
Ballot Measure No. 1 - 17FSH2 ,YES ,NP ,Total ,101912,NA
Ballot Measure No. 1 - 17FSH2 ,NO ,NP ,Total ,169256,NA
Sup Court JD1 Carey ,Number of Precincts for Race ,NP ,Total ,43,NA
Sup Court JD1 Carey ,Number of Precincts Reporting ,NP ,Total ,43,NA
Sup Court JD1 Carey ,Registered Voters ,NP ,Total ,61859,NA
Sup Court JD1 Carey ,Times Counted ,NP ,Total ,32949,NA
Sup Court JD1 Carey ,YES ,NP ,Total ,19762,NA
Sup Court JD1 Carey ,NO ,NP ,Total ,8373,NA
Sup Court JD3 Corey ,Number of Precincts for Race ,NP ,Total ,239,NA
Sup Court JD3 Corey ,Number of Precincts Reporting ,NP ,Total ,239,NA
Sup Court JD3 Corey ,Registered Voters ,NP ,Total ,390712,NA
Sup Court JD3 Corey ,Times Counted ,NP ,Total ,192036,NA
Sup Court JD3 Corey ,YES ,NP ,Total ,78382,NA
Sup Court JD3 Corey ,NO ,NP ,Total ,88164,NA
Sup Court JD3 Morse ,Number of Precincts for Race ,NP ,Total ,239,NA
Sup Court JD3 Morse ,Number of Precincts Reporting ,NP ,Total ,239,NA
Sup Court JD3 Morse ,Registered Voters ,NP ,Total ,390712,NA
Sup Court JD3 Morse ,Times Counted ,NP ,Total ,192036,NA
Sup Court JD3 Morse ,YES ,NP ,Total ,90363,NA
Sup Court JD3 Morse ,NO ,NP ,Total ,71696,NA
Sup Court JD3 Walker Jr.  ,Number of Precincts for Race ,NP ,Total ,239,NA
Sup Court JD3 Walker Jr.  ,Number of Precincts Reporting ,NP ,Total ,239,NA
Sup Court JD3 Walker Jr.  ,Registered Voters ,NP ,Total ,390712,NA
Sup Court JD3 Walker Jr.  ,Times Counted ,NP ,Total ,192036,NA
Sup Court JD3 Walker Jr.  ,YES ,NP ,Total ,92675,NA
Sup Court JD3 Walker Jr.  ,NO ,NP ,Total ,68887,NA
Sup Court JD3 Wolverton ,Number of Precincts for Race ,NP ,Total ,239,NA
Sup Court JD3 Wolverton ,Number of Precincts Reporting ,NP ,Total ,239,NA
Sup Court JD3 Wolverton ,Registered Voters ,NP ,Total ,390712,NA
Sup Court JD3 Wolverton ,Times Counted ,NP ,Total ,192036,NA
Sup Court JD3 Wolverton ,YES ,NP ,Total ,92919,NA
Sup Court JD3 Wolverton ,NO ,NP ,Total ,66178,NA
Sup Court JD4 Lyle ,Number of Precincts for Race ,NP ,Total ,122,NA
Sup Court JD4 Lyle ,Number of Precincts Reporting ,NP ,Total ,122,NA
Sup Court JD4 Lyle ,Registered Voters ,NP ,Total ,102417,NA
Sup Court JD4 Lyle ,Times Counted ,NP ,Total ,47149,NA
Sup Court JD4 Lyle ,YES ,NP ,Total ,27458,NA
Sup Court JD4 Lyle ,NO ,NP ,Total ,14641,NA
Sup Court JD4 McConahy ,Number of Precincts for Race ,NP ,Total ,122,NA
Sup Court JD4 McConahy ,Number of Precincts Reporting ,NP ,Total ,122,NA
Sup Court JD4 McConahy ,Registered Voters ,NP ,Total ,102417,NA
Sup Court JD4 McConahy ,Times Counted ,NP ,Total ,47149,NA
Sup Court JD4 McConahy ,YES ,NP ,Total ,26815,NA
Sup Court JD4 McConahy ,NO ,NP ,Total ,15098,NA
Dis Court JD1 Miller ,Number of Precincts for Race ,NP ,Total ,43,NA
Dis Court JD1 Miller ,Number of Precincts Reporting ,NP ,Total ,43,NA
Dis Court JD1 Miller ,Registered Voters ,NP ,Total ,61859,NA
Dis Court JD1 Miller ,Times Counted ,NP ,Total ,32949,NA
Dis Court JD1 Miller ,YES ,NP ,Total ,21174,NA
Dis Court JD1 Miller ,NO ,NP ,Total ,6991,NA
Dis Court JD1 Swanson ,Number of Precincts for Race ,NP ,Total ,43,NA
Dis Court JD1 Swanson ,Number of Precincts Reporting ,NP ,Total ,43,NA
Dis Court JD1 Swanson ,Registered Voters ,NP ,Total ,61859,NA
Dis Court JD1 Swanson ,Times Counted ,NP ,Total ,32949,NA
Dis Court JD1 Swanson ,YES ,NP ,Total ,21043,NA
Dis Court JD1 Swanson ,NO ,NP ,Total ,6243,NA
Dis Court JD3 Chung ,Number of Precincts for Race ,NP ,Total ,239,NA
Dis Court JD3 Chung ,Number of Precincts Reporting ,NP ,Total ,239,NA
Dis Court JD3 Chung ,Registered Voters ,NP ,Total ,390712,NA
Dis Court JD3 Chung ,Times Counted ,NP ,Total ,192036,NA
Dis Court JD3 Chung ,YES ,NP ,Total ,100386,NA
Dis Court JD3 Chung ,NO ,NP ,Total ,60799,NA
Dis Court JD3 Clark ,Number of Precincts for Race ,NP ,Total ,239,NA
Dis Court JD3 Clark ,Number of Precincts Reporting ,NP ,Total ,239,NA
Dis Court JD3 Clark ,Registered Voters ,NP ,Total ,390712,NA
Dis Court JD3 Clark ,Times Counted ,NP ,Total ,192036,NA
Dis Court JD3 Clark ,YES ,NP ,Total ,95952,NA
Dis Court JD3 Clark ,NO ,NP ,Total ,63880,NA
Dis Court JD3 Estelle ,Number of Precincts for Race ,NP ,Total ,239,NA
Dis Court JD3 Estelle ,Number of Precincts Reporting ,NP ,Total ,239,NA
Dis Court JD3 Estelle ,Registered Voters ,NP ,Total ,390712,NA
Dis Court JD3 Estelle ,Times Counted ,NP ,Total ,192036,NA
Dis Court JD3 Estelle ,YES ,NP ,Total ,93195,NA
Dis Court JD3 Estelle ,NO ,NP ,Total ,66645,NA
Dis Court JD3 Illsley ,Number of Precincts for Race ,NP ,Total ,239,NA
Dis Court JD3 Illsley ,Number of Precincts Reporting ,NP ,Total ,239,NA
Dis Court JD3 Illsley ,Registered Voters ,NP ,Total ,390712,NA
Dis Court JD3 Illsley ,Times Counted ,NP ,Total ,192036,NA
Dis Court JD3 Illsley ,YES ,NP ,Total ,97413,NA
Dis Court JD3 Illsley ,NO ,NP ,Total ,63113,NA
Dis Court JD3 Wolfe ,Number of Precincts for Race ,NP ,Total ,239,NA
Dis Court JD3 Wolfe ,Number of Precincts Reporting ,NP ,Total ,239,NA
Dis Court JD3 Wolfe ,Registered Voters ,NP ,Total ,390712,NA
Dis Court JD3 Wolfe ,Times Counted ,NP ,Total ,192036,NA
Dis Court JD3 Wolfe ,YES ,NP ,Total ,95279,NA
Dis Court JD3 Wolfe ,NO ,NP ,Total ,64775,NA
Dis Court JD4 Seekins ,Number of Precincts for Race ,NP ,Total ,122,NA
Dis Court JD4 Seekins ,Number of Precincts Reporting ,NP ,Total ,122,NA
Dis Court JD4 Seekins ,Registered Voters ,NP ,Total ,102417,NA
Dis Court JD4 Seekins ,Times Counted ,NP ,Total ,47149,NA
Dis Court JD4 Seekins ,YES ,NP ,Total ,27749,NA
Dis Court JD4 Seekins ,NO ,NP ,Total ,14467,NA
